type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,12315.74,C2146027523,10802.0,0.0,M2128715474,0.0,0.0,0
CASH_IN,221472.51,C1187301505,893729.11,1115201.63,C1538961175,1876242.6,1038634.9,0
PAYMENT,7232.15,C1882043512,174842.24,167610.09,M2107105683,0.0,0.0,0
CASH_OUT,167471.29,C1130521333,561403.99,393932.7,C992862600,4132299.24,4539535.53,0
TRANSFER,241891.71,C515418641,0.0,0.0,C1183950319,325195.36,567087.07,0
CASH_IN,38923.13,C1886247880,3509464.73,3548387.86,C1380361139,295834.79,62111.53,0
CASH_IN,106224.32,C1298875380,278725.0,384949.32,C1457373454,238906.4,132682.09,0
PAYMENT,12987.65,C619390947,391820.53,378832.88,M1136828112,0.0,0.0,0
CASH_IN,20169.33,C7876275,599729.28,619898.61,C523741044,1657860.5,1908465.63,0
CASH_IN,26407.58,C1190936387,27200000.0,27200000.0,C97353430,976022.02,1629618.62,0
PAYMENT,26040.85,C2030888317,207437.0,181396.15,M1503625012,0.0,0.0,0
CASH_OUT,19901.64,C175961162,21006.0,1104.36,C1547713771,0.0,19901.64,0
CASH_OUT,44198.78,C501902095,0.0,0.0,C1954455488,628346.21,611637.17,0
TRANSFER,1667481.49,C1650949602,0.0,0.0,C490730286,2036351.93,3703833.42,0
DEBIT,13586.0,C1252480050,2684.0,0.0,C319453013,1613311.58,1626897.58,0
PAYMENT,9547.6,C1694294177,83123.76,73576.16,M1586490901,0.0,0.0,0
TRANSFER,134071.87,C905170792,0.0,0.0,C895310530,855047.52,989119.38,0
CASH_IN,391400.84,C210922734,403123.0,794523.84,C893663718,2285321.99,1745715.51,0
CASH_OUT,234665.35,C1353330243,0.0,0.0,C1138695188,680256.28,914921.63,0
CASH_OUT,107279.42,C2046882215,220865.59,113586.17,C1000574865,1141706.71,1298361.64,0
PAYMENT,18154.84,C217562546,119767.0,101612.16,M1243868308,0.0,0.0,0
CASH_OUT,412130.87,C1192862062,0.0,0.0,C681692677,2179439.36,3999651.61,0
CASH_OUT,33288.28,C1088199190,45259.0,11970.72,C758326792,14100000.0,14300000.0,0
CASH_IN,25362.31,C680552665,154274.0,179636.31,C905650857,4565770.49,4540408.19,0
CASH_IN,136905.55,C1978243934,320532.0,457437.55,C1803715841,0.0,248095.47,0
PAYMENT,21335.56,C1372183391,0.0,0.0,M1190780782,0.0,0.0,0
CASH_OUT,35875.85,C901515706,0.0,0.0,C1491988135,3057172.22,3197697.76,0
CASH_OUT,122548.88,C1025280268,564.0,0.0,C1567710452,370605.33,493154.21,0
TRANSFER,446958.66,C1775272823,203750.0,0.0,C15131842,40433.6,487392.26,0
PAYMENT,5516.44,C483237251,73021.0,67504.56,M1260255622,0.0,0.0,0
CASH_IN,43634.95,C573786028,5543773.95,5587408.9,C394935572,4288063.4,4244428.45,0
CASH_IN,92058.92,C158777759,8485689.38,8577748.3,C1993331080,1545309.76,1684716.73,0
PAYMENT,194.61,C1491309043,106931.0,106736.39,M111479970,0.0,0.0,0
PAYMENT,229.19,C1515762398,14566.0,14336.81,M1013093737,0.0,0.0,0
CASH_IN,457472.12,C478722229,8070.0,465542.12,C123428105,342938.45,0.0,0
TRANSFER,256953.54,C614180467,20416.0,0.0,C1052809096,1191.38,258144.92,0
CASH_OUT,284249.96,C2117600867,43056.0,0.0,C1937962514,2467867.78,2531347.96,0
CASH_IN,229900.75,C561972782,5036.0,234936.75,C112523813,193023.67,0.0,0
TRANSFER,654554.56,C1583615435,0.0,0.0,C254720071,678788.16,1431416.07,0
PAYMENT,3077.95,C1683132345,30012.0,26934.05,M551272149,0.0,0.0,0
PAYMENT,7721.55,C1118024629,8714.0,992.45,M1731142235,0.0,0.0,0
TRANSFER,823547.52,C1168751484,20027.0,0.0,C552943519,0.0,629822.21,0
PAYMENT,7785.19,C1651355268,652668.0,644882.81,M1320604680,0.0,0.0,0
CASH_IN,162600.01,C1736866622,10100000.0,10200000.0,C1235914809,525688.71,363088.71,0
CASH_OUT,31772.49,C1579621278,9187.0,0.0,C1189276328,8726.62,40499.11,0
CASH_IN,466759.64,C527923392,3625661.44,4092421.09,C2028007253,2225982.34,1759222.7,0
PAYMENT,7964.22,C1952371447,0.0,0.0,M1662094292,0.0,0.0,0
TRANSFER,867106.43,C1259899125,0.0,0.0,C1819271729,1288041.72,4225297.81,0
CASH_OUT,100903.3,C565625581,21562.0,0.0,C820972580,58132.5,159035.8,0
CASH_IN,442294.23,C1264438281,213809.0,656103.23,C328309694,0.0,0.0,0
PAYMENT,3120.97,C350521047,923091.52,919970.55,M302661873,0.0,0.0,0
PAYMENT,13758.85,C832919752,28924.0,15165.15,M690976762,0.0,0.0,0
CASH_IN,119533.45,C178629024,1811950.86,1931484.31,C423632834,545619.26,453819.24,0
PAYMENT,9251.99,C10056333,52287.0,43035.01,M410136860,0.0,0.0,0
CASH_OUT,168102.8,C1679742357,307483.0,139380.2,C2046446071,268916.1,415162.78,0
CASH_OUT,238197.34,C501563490,95541.42,0.0,C802672553,596198.26,834395.6,0
CASH_IN,61063.01,C2000333483,31438.0,92501.01,C1194247393,0.0,0.0,0
PAYMENT,36609.04,C2066218963,154451.69,117842.64,M1951679080,0.0,0.0,0
CASH_OUT,83141.97,C665519598,0.0,0.0,C1563242419,2595996.23,2679138.2,0
DEBIT,6112.17,C2124480445,22060.0,15947.83,C1272421934,1214292.65,1220404.82,0
CASH_OUT,286092.21,C1323457810,0.0,0.0,C1792855239,961167.45,1247259.67,0
CASH_OUT,53700.33,C1212695876,0.0,0.0,C79467401,1875433.6,3411749.71,0
PAYMENT,3173.2,C1871337335,0.0,0.0,M2101791401,0.0,0.0,0
CASH_IN,48401.0,C1899481161,5024.0,53425.0,C1664903854,1058873.17,1010472.17,0
CASH_IN,296096.18,C2051510392,5443937.25,5740033.44,C1491323142,4024351.49,3728255.31,0
PAYMENT,2233.37,C1343929210,5427120.27,5424886.91,M2109313821,0.0,0.0,0
CASH_IN,169216.41,C1739156133,22096.0,191312.41,C1280201782,0.0,0.0,0
CASH_OUT,135314.84,C1537418020,0.0,0.0,C1568275166,186509.01,246304.87,0
CASH_OUT,244761.12,C599373157,22079.0,0.0,C1009631303,258722.36,235164.71,0
CASH_OUT,150715.0,C1313129882,0.0,0.0,C694889238,178276.39,451378.95,0
CASH_OUT,399239.1,C1563158428,21346.0,0.0,C1401493892,403939.85,803178.95,0
CASH_OUT,288169.94,C1061525450,67100.37,0.0,C13155908,232710.93,969891.73,0
PAYMENT,11293.32,C1154448305,240554.3,229260.98,M1008910834,0.0,0.0,0
CASH_OUT,109961.01,C1237849533,0.0,0.0,C814618551,793309.03,903270.04,0
CASH_IN,318313.37,C1744449179,20200000.0,20500000.0,C1260889084,7012582.12,6694268.75,0
PAYMENT,8900.94,C145568915,11660.0,2759.06,M2106689100,0.0,0.0,0
DEBIT,2204.39,C489101833,386.0,0.0,C553633178,321364.83,323569.22,0
PAYMENT,1354.55,C1011031641,344519.33,343164.78,M1194414277,0.0,0.0,0
PAYMENT,4617.63,C1526062841,61807.0,57189.37,M977650730,0.0,0.0,0
CASH_IN,160560.3,C1395186054,16182.0,176742.3,C310996326,0.0,0.0,0
CASH_OUT,173034.91,C673404275,428964.72,255929.81,C810388327,324840.19,497875.1,0
PAYMENT,3995.4,C369560469,50390.0,46394.6,M9964172,0.0,0.0,0
CASH_IN,189113.47,C337128442,8385247.52,8574360.99,C2096860824,247288.94,58175.47,0
PAYMENT,2527.91,C379681693,183417.0,180889.09,M457926864,0.0,0.0,0
CASH_IN,153616.03,C153907467,50739.0,204355.03,C1735929857,79960.47,0.0,0
CASH_IN,57558.92,C410685793,1885724.83,1943283.75,C824133625,62784.51,5225.59,0
PAYMENT,11952.17,C1099733570,0.0,0.0,M1099997831,0.0,0.0,0
CASH_IN,67316.88,C1944250286,243624.0,310940.88,C632377422,0.0,0.0,0
CASH_OUT,110147.51,C1517980890,19978.0,0.0,C388527639,1455327.37,2440985.61,0
CASH_IN,120378.25,C613167671,0.0,120378.25,C1270338449,382904.64,262526.39,0
CASH_IN,38970.63,C1676194533,8369.0,47339.63,C1184989162,1578302.26,1539331.63,0
PAYMENT,11849.62,C1875482207,336920.14,325070.52,M486203102,0.0,0.0,0
CASH_OUT,303327.96,C1934662109,0.0,0.0,C2083676353,392033.87,1038706.9,0
PAYMENT,8323.56,C1400663306,591882.08,583558.51,M1900531698,0.0,0.0,0
CASH_OUT,65047.69,C143858371,0.0,0.0,C1968725073,486091.53,193760.73,0
TRANSFER,435720.2,C1362518122,0.0,0.0,C492101062,1016679.37,1645542.44,0
CASH_OUT,152756.06,C2124760032,0.0,0.0,C400087595,304174.51,55122.3,0
CASH_IN,392844.59,C1694533767,77937.08,470781.67,C582728724,2747516.24,2354671.65,0
CASH_OUT,30196.63,C1859515543,1543.4,0.0,C223031720,1229152.25,1259348.88,0
PAYMENT,513.1,C306927910,60721.0,60207.9,M1221601426,0.0,0.0,0
CASH_OUT,391224.13,C1527043997,33848.0,0.0,C537108625,1218962.28,1610186.42,0
TRANSFER,158525.13,C1415549741,17637.0,0.0,C594912550,485726.66,644251.79,0
TRANSFER,496128.26,C842027258,496128.26,0.0,C136618845,0.0,0.0,1
PAYMENT,7442.32,C1307706324,339934.96,332492.64,M55910637,0.0,0.0,0
CASH_IN,8376.78,C304729637,23900000.0,23900000.0,C1580662099,1036330.34,1027953.56,0
TRANSFER,258841.46,C1922591,0.0,0.0,C1821062380,586127.54,799945.13,0
CASH_IN,18461.78,C1253535007,21262.0,39723.78,C1282337018,70930.0,0.0,0
PAYMENT,11816.53,C844186374,477179.48,465362.95,M26535984,0.0,0.0,0
CASH_OUT,106577.1,C114782669,14412.0,0.0,C1383942363,7770075.82,7876652.93,0
CASH_OUT,130563.27,C831703793,0.0,0.0,C1400555003,1402631.54,1631421.1,0
CASH_IN,197724.18,C1532833017,302024.0,499748.18,C360390136,287593.33,89869.15,0
PAYMENT,10825.42,C350259487,13816.0,2990.58,M1444535851,0.0,0.0,0
CASH_OUT,88005.07,C1759749564,0.0,0.0,C1351799155,898343.67,986348.73,0
CASH_OUT,212945.76,C1168588983,0.0,0.0,C1058202718,4464570.76,4677516.51,0
CASH_IN,143075.23,C679661267,17586.0,160661.23,C730533953,861981.86,1005136.51,0
PAYMENT,14485.16,C1644030396,0.0,0.0,M1447805466,0.0,0.0,0
CASH_OUT,320663.44,C453127935,54186.0,0.0,C2047553290,0.0,320663.44,0
CASH_OUT,157154.43,C990933308,20475.0,0.0,C1392208311,996185.2,1304253.74,0
PAYMENT,13368.77,C1838907572,44361.0,30992.23,M365609323,0.0,0.0,0
CASH_OUT,123853.34,C423020669,30760.0,0.0,C1778520449,237392.3,345105.91,0
CASH_OUT,105967.25,C2055804260,0.0,0.0,C893832048,1942583.8,2608149.06,0
TRANSFER,77071.24,C135403833,746031.6,668960.36,C595453939,1308644.29,1543317.61,0
CASH_OUT,241317.63,C103348496,0.0,0.0,C1852320864,372385.14,613702.76,0
PAYMENT,15810.03,C133438524,107606.0,91795.97,M1651683790,0.0,0.0,0
PAYMENT,11938.38,C817618476,3381.57,0.0,M1966160261,0.0,0.0,0
CASH_IN,399906.88,C627757693,4865514.34,5265421.22,C758279829,2203547.48,1818674.91,0
CASH_OUT,58808.81,C90500286,0.0,0.0,C226148928,1178131.32,1526760.07,0
CASH_OUT,6756.41,C1677591774,10.0,0.0,C1175199409,1625820.51,1632576.92,0
TRANSFER,205022.09,C415306224,50840.0,0.0,C108928625,0.0,40598.52,0
CASH_IN,127529.8,C1706596845,8512201.49,8639731.29,C589380941,620360.62,492830.82,0
TRANSFER,688912.64,C307543064,0.0,0.0,C1948339479,2252265.22,2941177.87,0
CASH_OUT,74951.94,C172942163,0.0,0.0,C1808278132,770371.0,845322.93,0
CASH_IN,74606.5,C239897827,855878.31,930484.81,C1611953324,590412.26,515805.76,0
PAYMENT,1837.99,C249223179,0.0,0.0,M535204603,0.0,0.0,0
TRANSFER,196637.98,C715694818,0.0,0.0,C1770876208,1972223.65,2168861.64,0
CASH_OUT,195237.08,C624884249,22109.0,0.0,C1724402684,416261.22,611498.31,0
CASH_OUT,274701.47,C119083152,118990.0,0.0,C2010895184,1701717.7,2146633.08,0
CASH_IN,195939.2,C689615700,20700000.0,20900000.0,C425256616,908097.02,712157.82,0
PAYMENT,17314.15,C640414442,775.0,0.0,M661721432,0.0,0.0,0
CASH_OUT,467919.34,C1983576758,1731.0,0.0,C1862168440,21100.0,67708.59,0
PAYMENT,11162.57,C473098056,93062.0,81899.43,M79953522,0.0,0.0,0
CASH_IN,89454.26,C49876145,24274.54,113728.8,C1137962719,23533.89,0.0,0
CASH_IN,17757.26,C1135209415,1640647.59,1658404.85,C1639321637,69070.25,10100000.0,0
CASH_IN,9244.03,C117010567,1537083.59,1546327.63,C738756869,1291666.95,1282422.92,0
PAYMENT,20518.98,C845045808,0.0,0.0,M526968751,0.0,0.0,0
CASH_IN,89356.08,C938502084,20353.0,109709.08,C1127061789,16260.0,7291109.61,0
CASH_OUT,363405.32,C1039650385,54730.0,0.0,C705829513,3433311.46,4702552.92,0
CASH_IN,291664.46,C611906281,3396274.77,3687939.22,C575611536,925246.93,633582.47,0
PAYMENT,18682.65,C1951912045,214461.0,195778.35,M1088313364,0.0,0.0,0
PAYMENT,14290.67,C19262759,3128.0,0.0,M770563700,0.0,0.0,0
CASH_IN,330017.71,C242266335,13100000.0,13500000.0,C2116802101,4701303.65,4371285.94,0
CASH_IN,71002.47,C2054013774,8062967.25,8133969.72,C915592362,446128.73,375126.26,0
TRANSFER,663141.8,C800954245,0.0,0.0,C863811613,2348717.1,14200000.0,0
CASH_IN,53770.28,C1969409369,2468542.97,2522313.25,C1658259217,1302785.95,1249015.67,0
PAYMENT,13369.02,C545451901,61581.0,48211.98,M1536573209,0.0,0.0,0
CASH_OUT,495781.83,C1257856242,12821.0,0.0,C1132920136,798442.48,1267498.37,0
CASH_IN,162144.29,C430825590,2687488.26,2849632.55,C780675253,4263830.04,3865448.77,0
CASH_OUT,655654.87,C460242020,5668.0,0.0,C725421180,77315.37,472608.51,0
PAYMENT,15715.61,C1246247683,0.0,0.0,M581663410,0.0,0.0,0
TRANSFER,20913.63,C1880312372,10122.0,0.0,C318620191,0.0,20913.63,0
CASH_OUT,258158.27,C117945906,30376.0,0.0,C1351362832,28666.0,344608.91,0
CASH_OUT,190533.94,C1380147938,51513.0,0.0,C1845183091,0.0,190533.94,0
CASH_IN,16135.07,C2131365115,9922.0,26057.07,C1036969884,952609.81,936474.74,0
PAYMENT,9494.78,C248551931,0.0,0.0,M1324732602,0.0,0.0,0
PAYMENT,6095.48,C354783878,0.0,0.0,M1669062015,0.0,0.0,0
PAYMENT,10803.13,C1958582976,59886.0,49082.87,M1246418656,0.0,0.0,0
PAYMENT,21303.36,C1286682506,497203.0,475899.64,M943347888,0.0,0.0,0
TRANSFER,1707270.87,C1370368892,37238.42,0.0,C1514560892,1815520.2,3522791.08,0
CASH_OUT,85420.07,C115526014,1532775.31,1447355.23,C1324885855,9968.0,261078.98,0
CASH_IN,359795.3,C2140678578,47523.0,407318.3,C1221261057,40432.0,0.0,0
CASH_IN,133370.16,C1589378238,2298360.58,2431730.75,C977281429,1859581.36,1726211.2,0
CASH_OUT,163677.93,C1835574244,39923.0,0.0,C387931453,20158.0,183835.93,0
CASH_OUT,34008.07,C956334573,1218853.77,1184845.7,C303636519,359208.63,393216.7,0
PAYMENT,8095.67,C543769645,133.0,0.0,M55159297,0.0,0.0,0
PAYMENT,7928.4,C1187298949,0.0,0.0,M997131700,0.0,0.0,0
PAYMENT,6863.16,C607501382,426423.08,419559.93,M2088626379,0.0,0.0,0
CASH_IN,88982.18,C1397605005,1491.0,90473.18,C1393398957,0.0,0.0,0
CASH_OUT,430153.46,C498445608,0.0,0.0,C8290162,4741329.37,6650282.66,0
CASH_OUT,310687.9,C801444361,0.0,0.0,C1118192112,418064.71,728752.62,0
CASH_IN,502933.13,C1314400560,1226786.25,1729719.37,C236017672,5813007.42,5310074.3,0
CASH_OUT,363866.2,C797474370,0.0,0.0,C2044251330,975282.34,1632386.81,0
CASH_OUT,55896.81,C631686652,121016.0,65119.19,C1258121225,503781.43,559678.24,0
CASH_OUT,203617.63,C31792221,30254.0,0.0,C1018367645,0.0,730327.07,0
CASH_IN,329236.57,C2140081231,207012.0,536248.57,C990662375,420397.42,91160.85,0
CASH_IN,183376.06,C1467043349,1966744.85,2150120.91,C1580064458,2691273.81,2507897.75,0
CASH_IN,90300.17,C1595528528,2412942.28,2503242.45,C1620027342,455765.78,72752.85,0
CASH_OUT,196252.4,C1274637274,0.0,0.0,C1954751748,3654451.03,3850703.43,0
CASH_OUT,568210.11,C1053855094,5020.0,0.0,C461001197,4212121.85,4780331.96,0
TRANSFER,78311.39,C1464675794,10196.0,0.0,C727141163,1879928.8,1958240.19,0
CASH_IN,254434.14,C598651464,7045.0,261479.14,C1628216536,0.0,211056.2,0
CASH_OUT,22021.91,C1054951502,0.0,0.0,C2096395848,113103.05,135124.96,0
PAYMENT,1316.44,C751505779,0.0,0.0,M676338515,0.0,0.0,0
CASH_IN,19425.58,C1629775679,5974504.31,5993929.88,C1584782707,221431.87,202006.29,0
CASH_IN,129303.47,C1546493005,13500000.0,13600000.0,C1210005080,259688.75,130385.28,0
PAYMENT,11955.01,C605472357,62393.0,50437.99,M1338969766,0.0,0.0,0
CASH_IN,35321.0,C1147007020,8664909.5,8700230.51,C305564364,401830.96,366509.96,0
PAYMENT,13070.09,C66506610,595222.26,582152.17,M1557752076,0.0,0.0,0
CASH_IN,13639.91,C535443214,11523.0,25162.91,C1156584825,216339.92,202700.01,0
PAYMENT,1047.29,C1398499082,206851.45,205804.16,M1907804330,0.0,0.0,0
PAYMENT,10562.72,C1709084140,412937.54,402374.81,M1914567099,0.0,0.0,0
PAYMENT,10320.45,C610826194,0.0,0.0,M631359751,0.0,0.0,0
CASH_IN,133927.41,C124365425,14900000.0,15100000.0,C1369357241,146921.77,12994.36,0
CASH_OUT,69054.89,C1475210515,0.0,0.0,C21777308,1174950.2,1244005.1,0
PAYMENT,8252.25,C517927884,0.0,0.0,M449848897,0.0,0.0,0
DEBIT,9324.04,C2028177225,0.0,0.0,C1492597966,12000000.0,12000000.0,0
CASH_IN,148857.48,C1539205598,2739752.15,2888609.63,C541076164,2928167.39,2779309.91,0
CASH_OUT,45312.58,C43874103,0.0,0.0,C1110194942,397381.46,442694.04,0
PAYMENT,16990.58,C750327450,0.0,0.0,M815989180,0.0,0.0,0
CASH_IN,50554.05,C768130250,71960.0,122514.05,C1819723618,0.0,0.0,0
PAYMENT,15506.87,C839873008,382166.18,366659.31,M329313788,0.0,0.0,0
TRANSFER,140283.77,C688987618,0.0,0.0,C2064259184,651543.41,791827.17,0
CASH_IN,870.28,C776067387,1562023.35,1562893.63,C945960989,9410.48,8540.2,0
PAYMENT,2338.78,C1131723597,31272.31,28933.54,M964304901,0.0,0.0,0
PAYMENT,517.68,C615654731,86109.11,85591.43,M2053704013,0.0,0.0,0
CASH_IN,67782.49,C292961742,8802793.71,8870576.2,C478368083,218947.39,151164.9,0
CASH_OUT,166528.84,C1686591743,0.0,0.0,C854907571,371076.77,537605.61,0
CASH_OUT,208710.51,C69133877,0.0,0.0,C579634511,1382345.82,1591056.33,0
PAYMENT,12442.27,C263351007,912.0,0.0,M1727465110,0.0,0.0,0
CASH_OUT,174690.24,C57152104,327279.5,152589.26,C1037850592,0.0,174690.24,0
TRANSFER,905684.36,C836189499,0.0,0.0,C478480868,1065689.49,1971373.85,0
PAYMENT,7731.55,C339241096,0.0,0.0,M2002303220,0.0,0.0,0
CASH_IN,14431.1,C360523452,2115766.89,2130197.98,C1104567202,255227.3,390800.49,0
PAYMENT,12680.55,C1624651102,10515.0,0.0,M370358914,0.0,0.0,0
CASH_IN,183865.09,C429809246,51615.0,235480.09,C260961547,875530.54,691665.45,0
CASH_OUT,64274.11,C60936748,0.0,0.0,C1698369325,482348.06,546622.17,0
CASH_OUT,162217.11,C974018335,0.0,0.0,C763467876,2170959.76,2333176.87,0
CASH_OUT,28724.08,C1505412289,27840.0,0.0,C1939293674,0.0,28724.08,0
CASH_IN,357758.04,C1481431225,2992759.56,3350517.61,C300261603,1853470.7,1495712.66,0
PAYMENT,9950.52,C792248078,31126.0,21175.48,M1706726344,0.0,0.0,0
CASH_OUT,391999.28,C1053618983,0.0,0.0,C1629006028,2405886.68,2760189.73,0
PAYMENT,18988.9,C1578664385,0.0,0.0,M445017296,0.0,0.0,0
TRANSFER,390065.47,C2067464471,11137.0,0.0,C1245220738,0.0,390065.47,0
CASH_OUT,477155.88,C830527705,0.0,0.0,C1240386675,572918.3,851514.64,0
PAYMENT,7671.0,C1745408475,36255.53,28584.53,M1960999036,0.0,0.0,0
CASH_OUT,190003.37,C587512451,0.0,0.0,C13408937,687200.7,1461331.8,0
CASH_IN,144583.13,C2102947116,345.0,144928.13,C1930851375,10500000.0,10300000.0,0
CASH_IN,79201.11,C1542357993,0.0,79201.11,C1289488836,83065.65,3864.54,0
CASH_OUT,408381.62,C630981948,0.0,0.0,C1725758453,849541.53,1257923.15,0
PAYMENT,15218.32,C1008059645,169390.0,154171.68,M1143013314,0.0,0.0,0
TRANSFER,1004062.25,C593206961,0.0,0.0,C823786847,6581229.49,7585291.74,0
PAYMENT,3317.03,C1484727512,92792.91,89475.87,M1437401449,0.0,0.0,0
PAYMENT,1837.57,C1449284030,20462.0,18624.43,M1636185003,0.0,0.0,0
PAYMENT,38538.5,C1468306426,0.0,0.0,M584825373,0.0,0.0,0
PAYMENT,12879.88,C256600963,0.0,0.0,M45630834,0.0,0.0,0
PAYMENT,3403.51,C888043173,123471.35,120067.85,M1058907972,0.0,0.0,0
TRANSFER,805028.67,C111436607,5806.0,0.0,C1326026486,0.0,805028.67,0
CASH_IN,245694.14,C743603445,9457751.18,9703445.32,C2024851229,294005.52,48311.38,0
CASH_OUT,78975.04,C830772948,129492.0,50516.96,C1545523026,126802.66,205777.71,0
CASH_OUT,94352.83,C1181313774,0.0,0.0,C45220518,1922765.26,2017118.09,0
PAYMENT,8555.54,C1775594305,186052.81,177497.27,M2003290495,0.0,0.0,0
CASH_OUT,56975.38,C329954567,453726.0,396750.62,C2041232247,246939.15,303914.53,0
TRANSFER,1003992.46,C460027424,0.0,0.0,C1573647669,1474157.51,2293818.4,0
PAYMENT,21690.07,C1968009442,389470.0,367779.93,M64443360,0.0,0.0,0
CASH_OUT,196874.59,C399868284,0.0,0.0,C2102549317,6008324.23,6205198.82,0
CASH_OUT,214113.44,C1161758373,0.0,0.0,C2081834559,301320.9,458344.28,0
CASH_OUT,282379.91,C354059286,11081.0,0.0,C1315234892,478970.77,761350.68,0
CASH_IN,24638.55,C71681683,4003379.84,4028018.39,C560041895,119345.51,40278.39,0
PAYMENT,3231.53,C95863768,0.0,0.0,M962957392,0.0,0.0,0
PAYMENT,8979.45,C1952809690,10540.0,1560.55,M1876849315,0.0,0.0,0
CASH_OUT,191681.55,C394896545,21774.32,0.0,C91546760,1440362.81,1632044.36,0
CASH_OUT,272142.33,C281068875,0.0,0.0,C1237023254,387401.74,659544.08,0
PAYMENT,4813.78,C1285872750,41271.0,36457.22,M2033068666,0.0,0.0,0
CASH_OUT,323724.98,C763380166,0.0,0.0,C1014304650,1723935.96,2053086.35,0
TRANSFER,251088.04,C1305333364,0.0,0.0,C2524192,562780.85,813868.89,0
CASH_IN,63273.2,C1737229588,6030.0,69303.2,C121986864,529004.63,465731.43,0
CASH_IN,235869.37,C878913844,6770840.23,7006709.6,C1944704208,1031628.93,795759.56,0
PAYMENT,1998.37,C1991689396,0.0,0.0,M2076346204,0.0,0.0,0
CASH_OUT,102704.76,C1397256519,0.0,0.0,C267730331,885252.54,987957.3,0
PAYMENT,5273.75,C378728439,49702.0,44428.25,M1749921777,0.0,0.0,0
CASH_IN,360624.67,C1820774336,2967560.03,3328184.7,C1800431786,2799661.08,2439036.41,0
CASH_IN,86755.64,C287390938,1796509.47,1883265.11,C1767735405,611069.95,524314.32,0
TRANSFER,492649.28,C838258971,0.0,0.0,C575853652,10800000.0,11500000.0,0
PAYMENT,3384.38,C1162456539,0.0,0.0,M1633561941,0.0,0.0,0
CASH_IN,236259.19,C444141168,1397.0,237656.19,C1308143592,445091.88,153755.95,0
CASH_OUT,55420.83,C851670175,163.0,0.0,C2008080158,0.0,55420.83,0
PAYMENT,9053.58,C1688235380,181196.78,172143.21,M1707349594,0.0,0.0,0
PAYMENT,17756.35,C1004431361,150985.0,133228.65,M394617784,0.0,0.0,0
CASH_OUT,18089.86,C335435641,0.0,0.0,C798950349,20260.0,38349.86,0
PAYMENT,28058.49,C2103121542,0.0,0.0,M1469927114,0.0,0.0,0
PAYMENT,3996.29,C636210937,97487.56,93491.26,M2108913220,0.0,0.0,0
CASH_OUT,270811.2,C1594744159,11698.0,0.0,C1433794823,1161384.02,1432195.23,0
DEBIT,3744.35,C586766380,10053.0,6308.65,C1124179736,3668360.8,3821953.59,0
CASH_IN,134290.25,C810174904,33846.0,168136.25,C964756262,1540311.49,1406021.24,0
CASH_OUT,89625.26,C96828877,0.0,0.0,C932970440,124134.0,0.0,0
CASH_IN,149817.65,C722351195,1728533.3,1878350.95,C218257534,987728.47,837910.82,0
TRANSFER,49927.11,C1278463567,0.0,0.0,C174779373,297866.38,347793.49,0
CASH_OUT,402831.63,C110195540,0.0,0.0,C1566158153,1164818.71,3470699.47,0
PAYMENT,20460.97,C2145432492,10370.26,0.0,M174962359,0.0,0.0,0
PAYMENT,3266.53,C1962910975,61507.81,58241.28,M1021647786,0.0,0.0,0
CASH_OUT,559987.04,C1175400375,82504.0,0.0,C798731138,20765.56,203606.87,0
PAYMENT,14612.78,C230866988,112027.01,97414.23,M638926045,0.0,0.0,0
PAYMENT,25989.18,C1660407105,0.0,0.0,M1200945816,0.0,0.0,0
CASH_OUT,525273.46,C37347687,51102.0,0.0,C1979073235,0.0,525273.46,0
CASH_OUT,98774.17,C1147975162,2379.0,0.0,C1679309910,450106.35,548880.51,0
CASH_OUT,32655.34,C113081929,0.0,0.0,C651099724,590107.65,1006046.9,0
PAYMENT,6818.75,C530042395,395958.32,389139.57,M1215649946,0.0,0.0,0
CASH_OUT,175471.89,C248445066,125.0,0.0,C1942118903,0.0,206791.86,0
CASH_OUT,80265.93,C36890872,380858.63,300592.7,C82874662,1048673.37,1128939.31,0
CASH_IN,251751.2,C1659570870,3327796.21,3579547.41,C1608828840,3705758.68,3454007.48,0
CASH_OUT,37529.92,C730893169,0.0,0.0,C386312539,9641169.5,9678699.43,0
PAYMENT,7007.95,C1482118819,597685.76,590677.81,M2049989941,0.0,0.0,0
CASH_OUT,344816.99,C699003763,0.0,0.0,C867184336,1100250.05,1445067.05,0
PAYMENT,354.55,C503982769,109676.34,109321.79,M2146260353,0.0,0.0,0
PAYMENT,30186.04,C1440311040,129100.0,98913.96,M1725999827,0.0,0.0,0
CASH_OUT,200297.15,C1837049822,0.0,0.0,C209890549,1829177.42,2029474.56,0
PAYMENT,4473.33,C545660841,11688.0,7214.67,M1500665251,0.0,0.0,0
PAYMENT,3735.99,C987496215,1959.15,0.0,M13963799,0.0,0.0,0
CASH_IN,275712.54,C1378612814,6269058.27,6269058.27,C1122118227,6269058.27,11100000.0,0
PAYMENT,11432.76,C168722216,2086.92,0.0,M379543814,0.0,0.0,0
CASH_OUT,89438.97,C1015400755,0.0,0.0,C154068331,123605.67,213044.65,0
CASH_IN,92674.6,C1294549895,20188.0,112862.6,C1463466102,3607347.9,3514673.29,0
PAYMENT,22378.0,C124854587,21323.0,0.0,M1413359384,0.0,0.0,0
